id,listing_url,last_scraped,source,name,description,neighborhood_overview,picture_url,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,calendar_last_scraped,first_review,last_review,instant_bookable,scrape_id,host_id,host_listings_count,host_total_listings_count,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
47046789,https://www.airbnb.com/rooms/47046789,2023-03-29,city scrape,Habitación cerca de bares y cafeterías Regina cdmx,"Confortable habitación a tan solo 6 calles del Zócalo capitalino, podrás disfrutar de una estancia placentera, agua caliente en cualquier momento, wifi. Cerca de nuestras instalaciones encontrará la calle de Regina corredor cultural donde podrán comer o bien disfrutar un café o una buena cerveza.",--,https://a0.muscache.com/pictures/6cefce23-0398-47a3-8e95-4b1559628a93.jpg,https://www.airbnb.com/users/show/375625694,Hotel Menara,2020-11-14,"Mexico City, Mexico",--,within an hour,80%,91%,f,https://a0.muscache.com/im/pictures/user/4defd6a4-94fa-445d-af16-a1a049b3ce16.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4defd6a4-94fa-445d-af16-a1a049b3ce16.jpg?aki_policy=profile_x_medium,--,"['email', 'phone']",t,t,--,Cuauhtémoc,Room in hotel,Private room,1 private bath,"[""Dedicated workspace"", ""Wifi"", ""Fire extinguisher"", ""Security cameras on property"", ""First aid kit"", ""TV"", ""Free parking on premises"", ""Hair dryer"", ""Essentials""]",t,2023-03-29,2021-08-23,2023-01-02,f,20230329041210,375625694,8.0,8.0,0.0,19.42525,-99.13692,2.0,0.0,1.0,1.0,650.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,22.0,46.0,74.0,326.0,6.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,8.0,0.0,0.8,0.0,0.31
47116910,https://www.airbnb.com/rooms/47116910,2023-03-29,city scrape,Habitación confortable cerca del Centro Histórico,"Ubicados en una de las vías principales de la Ciudad de México, abrimos nuestras puertas en Calzaa de Tlalpan No.  877. Habitación amplia con dos camas king size para instalarse cómodamente hasta 4 personas, wifi, agua caliente en cualquier momento, amenidades de higiene personal. A tan solo 15 minutos del zócalo capitalino podrás disfrutar de una gran variedad para conocer y disfrutar.",--,https://a0.muscache.com/pictures/1b3f7742-3ac5-480d-9302-368b37bb052b.jpg,https://www.airbnb.com/users/show/378258400,Hotel Harare,2020-12-04,"Mexico City, Mexico",--,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/2f66355c-b37f-4cc7-8361-6d6301e55809.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2f66355c-b37f-4cc7-8361-6d6301e55809.jpg?aki_policy=profile_x_medium,--,"['email', 'phone']",t,t,--,Benito Juárez,Room in hotel,Private room,1 private bath,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Wifi"", ""Self check-in"", ""Shampoo"", ""Fire extinguisher"", ""Air conditioning"", ""Security cameras on property"", ""First aid kit"", ""Building staff"", ""TV"", ""Free parking on premises"", ""Hair dryer"", ""Essentials""]",t,2023-03-29,2021-08-29,2023-03-20,t,20230329041210,378258400,3.0,4.0,0.0,19.38818,-99.13911,4.0,0.0,1.0,2.0,800.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,23.0,52.0,82.0,172.0,31.0,15.0,3.0,4.52,4.65,4.87,4.84,4.87,4.9,4.65,0.0,3.0,0.0,3.0,0.0,1.61
47713406,https://www.airbnb.com/rooms/47713406,2023-03-30,previous scrape,Espectacular departamento ubicado en Polanco.,"No esperes más para escribir una nueva historia, este lujoso departamento de 235m2, decorado con estilo contemporáneo y en impecables condiciones, es el espacio ideal que hará de tu viaje de negocios o placer una experiencia para recordar. Puedes disfrutar tranquilo, porque este departamento es sanitizado antes de tu llegada con los más altos protocolos de higiene, nuestro personal de limpieza porta equipo de protección en todo momento.<br /><br /><b>The space</b><br />Disfruta de un lugar exclusivo de dos niveles con terrazas privadas para que puedas trabajar sin interrupciones o descansar a tu antojo.<br />Si requieres mayor espacio, el apartamento cuenta con una habitación comunicada para dos personas (con costo adicional).","Está en una ubicación privilegiada que cuenta con tiendas y restaurantes exclusivos de la zona de Polanco, además de parques y museos de gran interés.",https://a0.muscache.com/pictures/miso/Hosting-47713406/original/ad649ad2-3bd6-433f-a90e-1d2a7bb7297b.jpeg,https://www.airbnb.com/users/show/384372126,Julio,2021-01-13,"Mexico City, Mexico",--,--,--,100%,f,https://a0.muscache.com/im/pictures/user/f3dc24f2-41f6-4244-9898-a8543bc13a49.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f3dc24f2-41f6-4244-9898-a8543bc13a49.jpg?aki_policy=profile_x_medium,--,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",Miguel Hidalgo,Room in hotel,Private room,1.5 baths,"[""Baby bath"", ""Smoke alarm"", ""Long term stays allowed"", ""Pool"", ""Security cameras on property"", ""Crib"", ""Dedicated workspace"", ""Essentials"", ""Iron"", ""Hot water"", ""Lock on bedroom door"", ""Air conditioning"", ""Pocket wifi"", ""TV"", ""Free parking on premises"", ""Hair dryer"", ""Heating"", ""Hangers"", ""Room-darkening shades"", ""Fire extinguisher"", ""Kitchen"", ""Gym"", ""Private living room"", ""Bed linens"", ""Wifi"", ""Pets allowed"", ""Dishes and silverware"", ""Shampoo""]",t,2023-03-30,2022-10-20,2022-10-20,f,20230329041210,384372126,1.0,1.0,0.0,19.42799,-99.17796,3.0,0.0,1.0,1.0,1039.2,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.8,0.0,1.0,0.0,1.0,0.0,0.19
48133356,https://www.airbnb.com/rooms/48133356,2023-03-29,city scrape,Double Room with Jacuzzi in North Central,"Our goal is to make your stay in the city as relaxing and pleasant as possible. It's better that you make a stopover at various attractions near the hotel, such as the Basilica of Guadalupe (10 min. by car), Monument to the Revolution (18 min. by car), Ángel de la Independencia (20 min. by car), Chapultepec Forest (25 min. by car), among others.<br /><br /><b>The space</b><br />After having ventured to know the CDMX, come to rest, but hey! If you come hungry or want to cool off a bit, enjoy one or another dish/drink at the hotel restaurant, but if you prefer, buy one at our vending machine.<br />Hotel Escala Central del Norte puts at your disposal the best of its service, making your stay totally pleasant, so much so that you want to book with us again.<br />Services<br />*Work space<br />*Parking lot<br />*Vending<br />*Wifi<br />*Restaurant Bar<br />*Elevator<br /><br /><b>Guest access</b><br />The guest has access to all the common areas of the accommodation and to all the services ","A very comfortable area of ​​CDMX to be able to transport you in different ways wherever you go and for whatever reason you are visiting, the location will surely help you a lot to move around CDMX",https://a0.muscache.com/pictures/574d9216-6844-4f72-a4cf-7734c160a365.jpg,https://www.airbnb.com/users/show/388164322,Alejandro,2021-02-11,--,"Habitación privada a dos cuadras del la central de autobuses del norte, una ubicación demasiado practica.",within an hour,95%,100%,f,https://a0.muscache.com/im/pictures/user/10c67d96-7c5a-46d0-973d-ec40c94c8add.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/10c67d96-7c5a-46d0-973d-ec40c94c8add.jpg?aki_policy=profile_x_medium,--,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",Gustavo A. Madero,Room in hotel,Private room,1 private bath,"[""Smoke alarm"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""TV with standard cable"", ""Security cameras on property"", ""Dedicated workspace"", ""Essentials"", ""Extra pillows and blankets"", ""Private hot tub - available all year, open 24 hours"", ""Hot water"", ""Lock on bedroom door"", ""Free parking on premises"", ""Hair dryer"", ""Elevator"", ""Cleaning available during stay"", ""Shower gel"", ""Hangers"", ""Room-darkening shades"", ""Fire extinguisher"", ""First aid kit"", ""Building staff"", ""Self check-in"", ""Bed linens"", ""Wifi"", ""Bathtub"", ""Clothing storage: closet"", ""Body soap"", ""Shampoo""]",t,2023-03-29,2021-02-17,2023-02-19,t,20230329041210,388164322,10.0,10.0,0.0,19.47366188608841,-99.13928647795576,4.0,0.0,1.0,2.0,1357.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,26.0,56.0,86.0,360.0,16.0,10.0,0.0,4.88,4.81,4.75,4.88,4.88,4.69,4.63,0.0,10.0,0.0,0.8,0.0,0.62
48133690,https://www.airbnb.com/rooms/48133690,2023-03-29,city scrape,Habitación M Privada a minutos central del norte,"Agradable, limpia y acogedora habitación con baño propio agua caliente las 24 hrs, tv con cable, Wifi gratis, sillon y tenemos todas la precauciones y cuidados de limpieza ante COVID 19<br /><br />-Habitación para dos personas<br />-Baño privado <br />-No se comparte <br />-Precio para dos personas<br />-Estacionamiento gratuito<br />-Llegadas en la madrugada<br /><br /><b>The space</b><br />Bienvenido al Hotel Cartagena, su “hogar lejos del hogar” en la Ciudad de México. El objetivo del Hotel Cartagena es hacer que su visita sea lo más relajante y placentera posible, por lo que tantos huéspedes continúan regresando año tras año.<br /><br />Durante su estancia en el Hotel Cartagena, los visitantes pueden visitar la Virgen de Guadalupe (2.5 km) y la Basílica de Santa María de Guadalupe (2.5 km), algunas de las principales atracciones de la Ciudad de México. Además, durante su estadía en el Hotel Cartagena, los huéspedes tienen acceso a recepción las 24 horas, servicio a la habitación y ",--,https://a0.muscache.com/pictures/81069de6-1b79-4bc4-bd9a-c3a98b0a6226.jpg,https://www.airbnb.com/users/show/388164322,Alejandro,2021-02-11,--,"Habitación privada a dos cuadras del la central de autobuses del norte, una ubicación demasiado practica.",within an hour,95%,100%,f,https://a0.muscache.com/im/pictures/user/10c67d96-7c5a-46d0-973d-ec40c94c8add.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/10c67d96-7c5a-46d0-973d-ec40c94c8add.jpg?aki_policy=profile_x_medium,--,"['email', 'phone']",t,t,--,Gustavo A. Madero,Room in hotel,Private room,1 private bath,"[""Dedicated workspace"", ""Private entrance"", ""Wifi"", ""Self check-in"", ""Hangers"", ""Hot water"", ""Shampoo"", ""Fire extinguisher"", ""Lock on bedroom door"", ""First aid kit"", ""Building staff"", ""TV"", ""Free parking on premises"", ""Hair dryer"", ""Essentials""]",t,2023-03-29,2022-09-04,2022-09-04,t,20230329041210,388164322,10.0,10.0,0.0,19.47454,-99.13834,2.0,0.0,1.0,2.0,1371.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,27.0,55.0,85.0,359.0,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,10.0,0.0,0.8,0.0,0.14
48040960,https://www.airbnb.com/rooms/48040960,2023-03-29,city scrape,Habitación a unos pasos del metro Villa de Cortés,"Habitación amplia y confortable, a unos pasos del metro Villa de Cortes, fácil acceso para dirigirte a cualquier punto de la Ciudad de México.<br />Contaras con agua caliente en cualquier momento, estacionamiento y atención las 24 horas del día.",El Hotel se encuentra cerca del deposito dental Villa de Cortés,https://a0.muscache.com/pictures/miso/Hosting-46818713/original/2965f7ba-2e40-4fea-85ae-08f78a65b66b.jpeg,https://www.airbnb.com/users/show/378258400,Hotel Harare,2020-12-04,"Mexico City, Mexico",--,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/2f66355c-b37f-4cc7-8361-6d6301e55809.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2f66355c-b37f-4cc7-8361-6d6301e55809.jpg?aki_policy=profile_x_medium,--,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",Benito Juárez,Room in hotel,Private room,1 private bath,"[""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Self check-in"", ""Shampoo"", ""Fire extinguisher"", ""Air conditioning"", ""Security cameras on property"", ""Dryer"", ""First aid kit"", ""TV"", ""Building staff"", ""Free parking on premises"", ""Hair dryer"", ""Essentials""]",t,2023-03-29,2021-02-20,2023-03-20,f,20230329041210,378258400,3.0,4.0,0.0,19.38824,-99.13911,2.0,0.0,1.0,1.0,700.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,30.0,60.0,90.0,180.0,24.0,15.0,3.0,4.83,4.83,4.83,5.0,4.92,4.83,4.67,0.0,3.0,0.0,3.0,0.0,0.94
48109962,https://www.airbnb.com/rooms/48109962,2023-03-29,city scrape,Private room in the Center of CDMX,"Comfortable and economical room with private bathroom, you can find a King size bed inside the room to be comfortable, ideal for two people, thanks to our great location you will be close to everything you need and a few minutes by car from places of common interest and large avenues that will facilitate mobility throughout the city in case you come by car, in addition to that, we have free parking for greater comfort throughout your stay.<br /><br /><b>The space</b><br />Inside the private room you will find:<br />-1 King size bed for the greatest comfort<br />-Completely private bathroom<br />-Amenities included throughout your stay<br />-Daily cleaning in case your stay is long<br />-Electronic lock<br />-Reception available 24 hours a day (Check in and Check out hours established in the house rules)<br />-Restaurant<br />-Parking lot<br />-Elevator<br />-Wifi<br />-TV<br />During your trip, we recommend you stop at several attractions near the hotel, such as the Parque Delta shoppi","A very comfortable area of ​​CDMX to be able to transport you in different ways wherever you go and for whatever reason you are visiting, the location will surely help you a lot to move around CDMX",https://a0.muscache.com/pictures/miso/Hosting-48109962/original/a08dc602-5f93-49d2-b77f-d3b291ec0884.jpeg,https://www.airbnb.com/users/show/387957519,Alejandro,2021-02-09,--,"Soy un anfitrión alegre y amable, siempre tengo todo perfecto para que mis huéspedes estén felices ",within an hour,97%,100%,f,https://a0.muscache.com/im/pictures/user/fa19d6c8-90ec-48ee-ab73-c28c5d9d90b0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fa19d6c8-90ec-48ee-ab73-c28c5d9d90b0.jpg?aki_policy=profile_x_medium,--,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,Room in hotel,Private room,1 private bath,"[""Smoke alarm"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Security cameras on property"", ""Dedicated workspace"", ""Essentials"", ""Extra pillows and blankets"", ""Hot water"", ""Shampoo"", ""Lock on bedroom door"", ""TV"", ""Free parking on premises"", ""Hair dryer"", ""Elevator"", ""Cleaning available during stay"", ""Shower gel"", ""Hangers"", ""Clothing storage"", ""Room-darkening shades"", ""Fire extinguisher"", ""First aid kit"", ""Building staff"", ""Self check-in"", ""Bed linens"", ""Wifi"", ""Body soap"", ""Window guards""]",t,2023-03-29,2021-02-12,2022-12-03,t,20230329041210,387957519,9.0,9.0,0.0,19.41046,-99.13818,2.0,0.0,1.0,1.0,557.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,29.0,59.0,89.0,363.0,28.0,6.0,0.0,4.68,4.93,4.93,4.79,4.71,4.68,4.82,0.0,9.0,0.0,0.8,0.0,1.08
48332400,https://www.airbnb.com/rooms/48332400,2023-03-29,city scrape,Private Room with Jacuzzi and Solarium in CDMX,"Comfortable and economical room with private bathroom, you can find a King size bed inside the room to be comfortable, ideal for two people, thanks to our great location you will be close to everything you need and a few minutes by car from places of common interest and large avenues that will facilitate mobility throughout the city in case you come by car, in addition to that, we have free parking for greater comfort during your entire stay.<br /><br /><b>The space</b><br />Inside the private room you will find:<br />-1 King size bed for the greatest comfort<br />-Completely private bathroom<br />-Amenities included throughout your stay<br />-Daily cleaning in case your stay is long<br />-Electronic lock<br />-Reception available 24 hours a day (Check in and Check out hours established in the house rules)<br />-Restaurant<br />-Parking lot<br />-Elevator<br />-Wifi<br />-TV<br />During your trip, we recommend you stop at several attractions near the hotel, such as the Parque Delta sho","A very comfortable area of ​​CDMX to be able to transport you in different ways wherever you go and for whatever reason you are visiting, the location will surely help you a lot to move around CDMX",https://a0.muscache.com/pictures/miso/Hosting-48332400/original/5c3733d2-5d94-4ac6-ab95-8f9afc4d6512.jpeg,https://www.airbnb.com/users/show/387957519,Alejandro,2021-02-09,--,"Soy un anfitrión alegre y amable, siempre tengo todo perfecto para que mis huéspedes estén felices ",within an hour,97%,100%,f,https://a0.muscache.com/im/pictures/user/fa19d6c8-90ec-48ee-ab73-c28c5d9d90b0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fa19d6c8-90ec-48ee-ab73-c28c5d9d90b0.jpg?aki_policy=profile_x_medium,--,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,Room in hotel,Private room,1 private bath,"[""Smoke alarm"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Security cameras on property"", ""Dedicated workspace"", ""Essentials"", ""Extra pillows and blankets"", ""Hot water"", ""Shampoo"", ""Lock on bedroom door"", ""TV"", ""Free parking on premises"", ""Hair dryer"", ""Elevator"", ""Cleaning available during stay"", ""Shower gel"", ""Hangers"", ""Clothing storage"", ""Room-darkening shades"", ""Fire extinguisher"", ""Private hot tub - available all year"", ""First aid kit"", ""Building staff"", ""Self check-in"", ""Bed linens"", ""Wifi"", ""Body soap"", ""Window guards""]",t,2023-03-29,2021-03-07,2023-03-26,t,20230329041210,387957519,9.0,9.0,0.0,19.41041,-99.13823,2.0,0.0,1.0,1.0,1100.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,21.0,48.0,78.0,349.0,28.1,12.8,4.0,4.57,4.68,4.55,4.78,4.39,4.55,4.64,0.0,9.0,0.0,0.8,0.0,1.2
48349204,https://www.airbnb.com/rooms/48349204,2023-03-29,city scrape,Habitación 1 cama cerca de papelerías en Mesones,"Habitación confortable a 6 calles del Zócalo capitalino, cuenta con una cama king size para dormir cómodamente, además de wifi , tv con canales de cable, agua caliente en cualquier momento, estacionamiento gratuito.<br /><br />Estamos enfrente de la estación de metro Pino Suárez, por lo que es de fácil acceso a cualquier vía.",--,https://a0.muscache.com/pictures/6456630f-ea74-482b-8ca4-867912db5be7.jpg,https://www.airbnb.com/users/show/327817209,Hotel San Lucas,2020-01-15,"Mexico City, Mexico",--,within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/e48d7add-9af1-4639-9ede-7f722d6d10f0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e48d7add-9af1-4639-9ede-7f722d6d10f0.jpg?aki_policy=profile_x_medium,La Merced,"['email', 'phone']",t,t,--,Cuauhtémoc,Room in hotel,Private room,1 private bath,"[""Dedicated workspace"", ""Wifi"", ""Iron"", ""Hot water"", ""Shampoo"", ""Fire extinguisher"", ""Security cameras on property"", ""First aid kit"", ""TV"", ""Free parking on premises"", ""Hair dryer"", ""Essentials""]",t,2023-03-29,2021-03-24,2022-03-06,t,20230329041210,327817209,10.0,10.0,0.0,19.42434,-99.13174,2.0,0.0,1.0,1.0,700.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,27.0,51.0,79.0,330.0,3.0,0.0,0.0,4.8,4.33,4.8,4.67,4.9,4.9,4.8,0.0,10.0,0.0,0.8,0.0,0.12
48349254,https://www.airbnb.com/rooms/48349254,2023-03-29,city scrape,Habitación 1 cama cerca de calle Regina y Zócalo,"Habitación confortable a unos pasos del metro Pino Suárez, cuenta con cama king size, tv canales de cable, wifi, agua caliente en cualquier momento, cerca del Zócalo capitalino.",--,https://a0.muscache.com/pictures/6456630f-ea74-482b-8ca4-867912db5be7.jpg,https://www.airbnb.com/users/show/327817209,Hotel San Lucas,2020-01-15,"Mexico City, Mexico",--,within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/e48d7add-9af1-4639-9ede-7f722d6d10f0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e48d7add-9af1-4639-9ede-7f722d6d10f0.jpg?aki_policy=profile_x_medium,La Merced,"['email', 'phone']",t,t,--,Cuauhtémoc,Room in hotel,Private room,1.5 baths,"[""Dedicated workspace"", ""Heating"", ""Wifi"", ""Iron"", ""Hot water"", ""Shampoo"", ""Fire extinguisher"", ""Security cameras on property"", ""First aid kit"", ""TV"", ""Free parking on premises"", ""Hair dryer"", ""Essentials""]",t,2023-03-29,2021-03-21,2022-10-23,t,20230329041210,327817209,10.0,10.0,0.0,19.42432,-99.13174,2.0,0.0,1.0,1.0,700.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,27.0,51.0,79.0,330.0,12.0,8.0,0.0,4.8,4.9,4.8,4.5,4.33,4.9,4.8,0.0,10.0,0.0,0.8,0.0,0.49
48124278,https://www.airbnb.com/rooms/48124278,2023-03-29,city scrape,Habitación Doble a unos minutos del centro de CDMX,Cálidas habitaciones dobles cerca de la colonia Roma y del centro Histórico de la CDMX. Disfruta de la comodidad de todos los servicios que aquí te brindaremos así como la seguridad y limpieza contra el COVID 19.<br /><br />-Habitación para dos personas<br />-Baño privado <br />-No se comparte <br />-Precio para dos personas<br />-Estacionamiento gratuito<br />-Llegadas en la madrugada,--,https://a0.muscache.com/pictures/95f0b882-c959-427a-be24-a356b3b993fe.jpg,https://www.airbnb.com/users/show/388088141,Alejandro,2021-02-10,--,--,within an hour,60%,100%,f,https://a0.muscache.com/im/pictures/user/562e7242-9001-4437-9474-9753c9d62a40.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/562e7242-9001-4437-9474-9753c9d62a40.jpg?aki_policy=profile_x_medium,--,"['email', 'phone']",t,t,--,Cuauhtémoc,Room in hotel,Private room,1 private bath,"[""Dedicated workspace"", ""Private entrance"", ""Wifi"", ""Hangers"", ""Hot water"", ""Shampoo"", ""Fire extinguisher"", ""Lock on bedroom door"", ""TV"", ""Free parking on premises"", ""Hair dryer"", ""Essentials""]",t,2023-03-29,--,--,t,20230329041210,388088141,3.0,5.0,0.0,19.41869,-99.14608,4.0,0.0,1.0,2.0,1195.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,16.0,44.0,67.0,287.0,0.0,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.8,0.0,3.0,0.0,3.0,0.0,0.0
48132020,https://www.airbnb.com/rooms/48132020,2023-03-29,city scrape,Private room in Central del Norte in CDMX,"Our goal is to make your stay in the city as relaxing and pleasant as possible. It's better that you make a stopover at various attractions near the hotel, such as the Basilica of Guadalupe (10 min. by car), Monument to the Revolution (18 min. by car), Ángel de la Independencia (20 min. by car), Chapultepec Forest (25 min. by car), among others.<br /><br /><b>The space</b><br />After having ventured to know the CDMX, come to rest, but hey! If you come hungry or want to cool off a bit, enjoy one or another dish/drink at the hotel restaurant, but if you prefer, buy one at our vending machine.<br />Hotel Escala Central del Norte puts at your disposal the best of its service, making your stay totally pleasant, so much so that you want to book with us again.<br />Services<br />*Work space<br />*Parking lot<br />*Vending<br />*Wifi<br />*Restaurant Bar<br />*Elevator<br /><br /><b>Guest access</b><br />The guest has access to all the common areas of the accommodation and to all the services ","A very comfortable area of ​​CDMX to be able to transport you in different ways wherever you go and for whatever reason you are visiting, the location will surely help you a lot to move around CDMX",https://a0.muscache.com/pictures/7d97d419-7799-4710-8dfd-dd5f8b4888d1.jpg,https://www.airbnb.com/users/show/388164322,Alejandro,2021-02-11,--,"Habitación privada a dos cuadras del la central de autobuses del norte, una ubicación demasiado practica.",within an hour,95%,100%,f,https://a0.muscache.com/im/pictures/user/10c67d96-7c5a-46d0-973d-ec40c94c8add.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/10c67d96-7c5a-46d0-973d-ec40c94c8add.jpg?aki_policy=profile_x_medium,--,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",Gustavo A. Madero,Room in hotel,Private room,1 private bath,"[""Smoke alarm"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Security cameras on property"", ""Dedicated workspace"", ""Essentials"", ""Extra pillows and blankets"", ""Hot water"", ""Shampoo"", ""Lock on bedroom door"", ""TV"", ""Free parking on premises"", ""Hair dryer"", ""Cleaning available during stay"", ""Shower gel"", ""Hangers"", ""Clothing storage"", ""Room-darkening shades"", ""Fire extinguisher"", ""First aid kit"", ""Building staff"", ""Self check-in"", ""Bed linens"", ""Private entrance"", ""Wifi"", ""Body soap"", ""Window guards""]",t,2023-03-29,2021-02-16,2023-02-02,t,20230329041210,388164322,10.0,10.0,0.0,19.47456,-99.13822,2.0,0.0,1.0,1.0,1007.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,28.0,58.0,88.0,362.0,35.0,1.0,0.0,4.8,4.83,4.89,4.97,4.89,4.8,4.8,0.0,10.0,0.0,0.8,0.0,1.36
48132399,https://www.airbnb.com/rooms/48132399,2023-03-29,city scrape,Cheap room in Central del Norte CDMX,"Our goal is to make your stay in the city as relaxing and pleasant as possible. It's better that you make a stopover at various attractions near the hotel, such as the Basilica of Guadalupe (10 min. by car), Monument to the Revolution (18 min. by car), Ángel de la Independencia (20 min. by car), Chapultepec Forest (25 min. by car), among others.<br /><br /><b>The space</b><br />After having ventured to know the CDMX, come to rest, but hey! If you come hungry or want to cool off a bit, enjoy one or another dish/drink at the hotel restaurant, but if you prefer, buy one at our vending machine.<br />Hotel Escala Central del Norte puts at your disposal the best of its service, making your stay totally pleasant, so much so that you want to book with us again.<br />Services<br />*Work space<br />*Parking lot<br />*Vending<br />*Wifi<br />*Restaurant Bar<br />*Elevator<br /><br /><b>Guest access</b><br />The guest has access to all the common areas of the accommodation and to all the services ","A very comfortable area of ​​CDMX to be able to transport you in different ways wherever you go and for whatever reason you are visiting, the location will surely help you a lot to move around CDMX",https://a0.muscache.com/pictures/miso/Hosting-48132399/original/66503bab-40fd-4a5a-93f4-7225f2b19bc8.jpeg,https://www.airbnb.com/users/show/388164322,Alejandro,2021-02-11,--,"Habitación privada a dos cuadras del la central de autobuses del norte, una ubicación demasiado practica.",within an hour,95%,100%,f,https://a0.muscache.com/im/pictures/user/10c67d96-7c5a-46d0-973d-ec40c94c8add.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/10c67d96-7c5a-46d0-973d-ec40c94c8add.jpg?aki_policy=profile_x_medium,--,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",Gustavo A. Madero,Room in hotel,Private room,1 private bath,"[""Smoke alarm"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Dedicated workspace"", ""Essentials"", ""Extra pillows and blankets"", ""Hot water"", ""Lock on bedroom door"", ""TV"", ""Free parking on premises"", ""Hair dryer"", ""Cleaning available during stay"", ""Shower gel"", ""Hangers"", ""Clothing storage"", ""Room-darkening shades"", ""Fire extinguisher"", ""First aid kit"", ""Building staff"", ""Self check-in"", ""Bed linens"", ""Wifi"", ""Shampoo""]",t,2023-03-29,2021-03-13,2023-03-19,t,20230329041210,388164322,10.0,10.0,0.0,19.4736,-99.13731,2.0,0.0,1.0,1.0,907.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,25.0,55.0,85.0,357.0,17.0,8.0,1.0,4.59,4.53,4.47,4.65,4.59,4.76,4.65,0.0,10.0,0.0,0.8,0.0,0.68
