id,listing_url,last_scraped,source,name,description,neighborhood_overview,picture_url,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,calendar_last_scraped,first_review,last_review,instant_bookable,scrape_id,host_id,host_listings_count,host_total_listings_count,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
633941535311413355,https://www.airbnb.com/rooms/633941535311413355,2023-03-30,city scrape,"Ayenda Imperial Reforma, Estándar Matrimonial.","El hotel cuenta con Toallas, Ducha, Toallas de cuerpo, Baño Privado, Recepción de 24 horas, Lavandería (Cargo Extra), Botones, Restaurante, Ascensor, Traslado al aeropuerto (cargo extra), Espacios Impecables, Televisión, Kit de aseo, WiFi, Bar, Room Service, Gimnasio. El aeropuerto más cercano es el Aeropuerto Internacional Benito Juárez que se encuentra ubicado a 25 minutos, así mismo la Central de Autobuses del Norte se encuentra a 18 minutos en automóvil.",--,https://a0.muscache.com/pictures/miso/Hosting-633941535311413355/original/3c47f2ae-d6c6-444f-b843-961cefd230c4.jpeg,https://www.airbnb.com/users/show/460712339,Ayenda,2022-05-24,--,--,within an hour,75%,100%,f,https://a0.muscache.com/im/pictures/user/d35b404c-0665-4dc6-b040-5d5597e0fe68.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d35b404c-0665-4dc6-b040-5d5597e0fe68.jpg?aki_policy=profile_x_medium,--,"['email', 'phone']",t,t,--,Cuauhtémoc,Room in hotel,Private room,1 private bath,"[""Dedicated workspace"", ""Wifi"", ""Shower gel"", ""Breakfast"", ""Conditioner"", ""Essentials"", ""Hot water"", ""Clothing storage"", ""Exercise equipment"", ""Cleaning products"", ""Air conditioning"", ""Lock on bedroom door"", ""TV"", ""Laundromat nearby"", ""Paid parking lot on premises \u2013 10 spaces"", ""Body soap"", ""Bed linens"", ""Shampoo""]",t,2023-03-30,--,--,t,20230329041210,460712339,6.0,6.0,0.0,19.43297,-99.15454,4.0,0.0,1.0,2.0,1930.0,1.0,365.0,1.0,2.0,365.0,365.0,1.0,365.0,0.0,26.0,54.0,82.0,298.0,0.0,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.8,0.0,6.0,0.0,0.8,0.0,0.0
633961789142902017,https://www.airbnb.com/rooms/633961789142902017,2023-03-30,city scrape,"Ayenda Imperial Reforma, Ejecutiva Matrimonial.","El hotel cuenta con Toallas, Ducha, Toallas de cuerpo, Baño Privado, Recepción de 24 horas, Lavandería (Cargo Extra), Botones, Restaurante, Ascensor, Traslado al aeropuerto (cargo extra), Espacios Impecables, Televisión, Kit de aseo, WiFi, Bar, Room Service, Gimnasio.<br />El aeropuerto más cercano es el Aeropuerto Internacional Benito Juarez que se encuentra ubicado a 25 minutos, así mismo la Central de Autobuses del Norte se encuentra a 18 minutos en automóvil.",--,https://a0.muscache.com/pictures/miso/Hosting-633961789142902017/original/a4a86c45-b568-4279-bc92-73ff5c0b8be3.jpeg,https://www.airbnb.com/users/show/460712339,Ayenda,2022-05-24,--,--,within an hour,75%,100%,f,https://a0.muscache.com/im/pictures/user/d35b404c-0665-4dc6-b040-5d5597e0fe68.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d35b404c-0665-4dc6-b040-5d5597e0fe68.jpg?aki_policy=profile_x_medium,--,"['email', 'phone']",t,t,--,Cuauhtémoc,Room in hotel,Private room,1 private bath,"[""Dedicated workspace"", ""Elevator"", ""Wifi"", ""Shower gel"", ""Breakfast"", ""Conditioner"", ""Essentials"", ""Hot water"", ""Clothing storage"", ""Cleaning products"", ""Air conditioning"", ""Lock on bedroom door"", ""Gym"", ""TV"", ""Laundromat nearby"", ""Paid parking lot on premises \u2013 10 spaces"", ""Body soap"", ""Bed linens"", ""Shampoo""]",t,2023-03-30,--,--,t,20230329041210,460712339,6.0,6.0,0.0,19.43204,-99.15417,4.0,0.0,1.0,2.0,2218.0,1.0,365.0,1.0,2.0,365.0,365.0,1.0,365.0,0.0,24.0,52.0,80.0,296.0,0.0,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.8,0.0,6.0,0.0,0.8,0.0,0.0
633971509202985047,https://www.airbnb.com/rooms/633971509202985047,2023-03-30,city scrape,"Ayenda Imperial Reforma, Estándar King Size.","El hotel cuenta con Toallas, Ducha, Toallas de cuerpo, Baño Privado, Desayuno incluido, Recepción de 24 horas, Lavandería (Cargo Extra), Botones, Restaurante, Ascensor, Traslado al aeropuerto (cargo extra), Espacios Impecables, Televisión, Kit de aseo, WiFi, Bar, Room Service, Gimnasio.<br />El aeropuerto más cercano es el Aeropuerto Internacional Benito Juarez que se encuentra ubicado a 25 minutos, así mismo la Central de Autobuses del Norte se encuentra a 18 minutos en automóvil.",--,https://a0.muscache.com/pictures/miso/Hosting-633971509202985047/original/043047d9-c03a-4a70-ba14-e704fa966ecc.jpeg,https://www.airbnb.com/users/show/460712339,Ayenda,2022-05-24,--,--,within an hour,75%,100%,f,https://a0.muscache.com/im/pictures/user/d35b404c-0665-4dc6-b040-5d5597e0fe68.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d35b404c-0665-4dc6-b040-5d5597e0fe68.jpg?aki_policy=profile_x_medium,--,"['email', 'phone']",t,t,--,Cuauhtémoc,Room in hotel,Private room,1 private bath,"[""Dedicated workspace"", ""Elevator"", ""Wifi"", ""Shower gel"", ""Breakfast"", ""Conditioner"", ""Essentials"", ""Hot water"", ""Clothing storage"", ""Cleaning products"", ""Air conditioning"", ""Lock on bedroom door"", ""Gym"", ""TV"", ""Paid parking lot on premises \u2013 10 spaces"", ""Body soap"", ""Bed linens"", ""Shampoo""]",t,2023-03-30,2023-03-01,2023-03-01,t,20230329041210,460712339,6.0,6.0,0.0,19.43223,-99.15461,2.0,0.0,1.0,1.0,1135.0,1.0,365.0,1.0,2.0,365.0,365.0,1.0,365.0,0.0,26.0,54.0,82.0,298.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,6.0,0.0,0.8,0.0,1.0
634034107093902374,https://www.airbnb.com/rooms/634034107093902374,2023-03-30,city scrape,"Ayenda Imperial Reforma, Ejecutiva King Size","El hotel cuenta con Toallas, Ducha, Toallas de cuerpo, Baño Privado, Recepción de 24 horas, Lavandería (Cargo Extra), Botones, Restaurante, Ascensor, Traslado al aeropuerto (cargo extra), Espacios Impecables, Televisión, Kit de aseo, WiFi, Bar, Room Service, Gimnasio.<br />El aeropuerto más cercano es el Aeropuerto Internacional Benito Juarez que se encuentra ubicado a 25 minutos, así mismo la Central de Autobuses del Norte se encuentra a 18 minutos en automóvil.",--,https://a0.muscache.com/pictures/miso/Hosting-634034107093902374/original/cf3f8c74-3225-4a81-abe1-89e86eddd1e4.jpeg,https://www.airbnb.com/users/show/460712339,Ayenda,2022-05-24,--,--,within an hour,75%,100%,f,https://a0.muscache.com/im/pictures/user/d35b404c-0665-4dc6-b040-5d5597e0fe68.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d35b404c-0665-4dc6-b040-5d5597e0fe68.jpg?aki_policy=profile_x_medium,--,"['email', 'phone']",t,t,--,Cuauhtémoc,Room in hotel,Private room,1 private bath,"[""Dedicated workspace"", ""Elevator"", ""Wifi"", ""Shower gel"", ""Breakfast"", ""Conditioner"", ""Essentials"", ""Hot water"", ""Clothing storage"", ""Cleaning products"", ""Air conditioning"", ""Lock on bedroom door"", ""Gym"", ""TV"", ""Laundromat nearby"", ""Paid parking lot on premises \u2013 10 spaces"", ""Body soap"", ""Bed linens"", ""Shampoo""]",t,2023-03-30,--,--,t,20230329041210,460712339,6.0,6.0,0.0,19.43234,-99.15474,2.0,0.0,1.0,1.0,1400.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,0.0,21.0,49.0,77.0,293.0,0.0,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.8,0.0,6.0,0.0,0.8,0.0,0.0
645659504939063308,https://www.airbnb.com/rooms/645659504939063308,2023-03-30,city scrape,COMODA HABITACIÓN PRIVADA EN CASONA ROMA NORTE 02,"This place is extraordinary for living a unique experience in Mexico City. A small palace from 1911 welcomes you with its architectural beauty. Just restored a few years ago... this house ofers you lots of magical spots to hang out or work. The vintage funiture and artpieces tell stories that you will hardly find in any other lodging... don't miss it!<br /><br /><b>The space</b><br />The house has a very large living room, very confortable for reading or chilling. During the night you can watch movies in our huge screen as if you were in a cinema. There's tall steps to go to the kitchen and dining room and a metalic spiral staircase to go to the bedrooms. <br /><br />At your arrival you will find a table with the info of Wi-Fi.<br /><br /><b>Guest access</b><br />The common areas in the house such as living room, dining room and kitchen are shared with your hosts, but don't worry, we will always try to give you your space. The bedroom is totally private and no one will enter without yo","The house is located in one of the hipest and trendiest colonias fd the city: Roma Norte. You will find tons of restaurants, bars, galleries and parks to hang out ans have fun or just chill. Check out our guide of recomendations!<br />The area is very safe, you can walk during day and night with no problem. The police is always around.<br /><br />The people in the colonia is working people and very good neighbors. Always kind and respectful.",https://a0.muscache.com/pictures/miso/Hosting-645659504939063308/original/37ee681c-9580-49b0-b7f9-0f521a4486cd.jpeg,https://www.airbnb.com/users/show/463433619,Rodrigo,2022-06-09,--,--,within an hour,100%,82%,f,https://a0.muscache.com/im/pictures/user/a2ac59a6-bba2-4a2f-9f7e-a3327c70a073.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a2ac59a6-bba2-4a2f-9f7e-a3327c70a073.jpg?aki_policy=profile_x_medium,--,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,Private room,Private room,1 private bath,"[""Ethernet connection"", ""Smoke alarm"", ""Hot water kettle"", ""Conditioner"", ""Long term stays allowed"", ""Wine glasses"", ""Cleaning products"", ""Dining table"", ""Coffee"", ""Host greets you"", ""Essentials"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Oven"", ""Coffee maker: espresso machine, french press"", ""Microwave"", ""Hot water"", ""Shampoo"", ""Lock on bedroom door"", ""TV"", ""Cooking basics"", ""Drying rack for clothing"", ""Refrigerator"", ""Hangers"", ""Room-darkening shades"", ""Fire extinguisher"", ""Kitchen"", ""Blender"", ""Smoking allowed"", ""First aid kit"", ""Freezer"", ""Fast wifi \u2013 52 Mbps"", ""Books and reading material"", ""Bed linens"", ""Gas stove"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Bathtub"", ""Body soap"", ""Clothing storage: wardrobe""]",t,2023-03-30,2022-07-18,2022-07-18,f,20230329041210,463433619,3.0,4.0,0.0,19.41896,-99.15701,2.0,0.0,1.0,1.0,1800.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,0.0,0.0,0.0,0.0,272.0,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,3.0,1.0,2.0,0.0,0.12
646308155067655975,https://www.airbnb.com/rooms/646308155067655975,2023-03-29,city scrape,Habitación Doble Privada cerca a Alameda Central,"Kali Centro is located in the center of Mexico City, a few blocks from the Palacio de Bellas Artes, its 52 comfortable and renovated rooms combine modernity, design and security to offer you a perfect stay.<br />Discover local treasures from this modern accommodation.<br /><br /><b>Other things to note</b><br />Private bathroom in each room, Wi-Fi service and free parking.<br />Breakfast included.",--,https://a0.muscache.com/pictures/miso/Hosting-646308155067655975/original/58c5e67a-2d68-4d85-b316-ae66a7cd59cd.jpeg,https://www.airbnb.com/users/show/227035886,Kali,2018-11-22,"Mexico City, Mexico",--,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/b604212a-8838-4de4-ab28-e80a055c25a5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b604212a-8838-4de4-ab28-e80a055c25a5.jpg?aki_policy=profile_x_medium,Colonia Centro,"['email', 'phone', 'work_email']",t,t,--,Cuauhtémoc,Room in hotel,Private room,1 private bath,"[""50\"" HDTV with Roku"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Coffee"", ""Security cameras on property"", ""Dedicated workspace"", ""Essentials"", ""Breakfast"", ""Iron"", ""Safe"", ""Crib - available upon request"", ""Hot water"", ""Lock on bedroom door"", ""Air conditioning"", ""Free parking on premises"", ""Hair dryer"", ""Elevator"", ""Heating"", ""Cleaning available during stay"", ""Hangers"", ""Fire extinguisher"", ""First aid kit"", ""Shared gym in building"", ""Building staff"", ""Self check-in"", ""Coffee maker"", ""Wifi"", ""Shampoo""]",t,2023-03-29,2022-06-28,2022-11-07,f,20230329041210,227035886,4.9,5.9,0.0,19.4282265,-99.1462855,4.0,0.0,1.0,2.0,1052.0,1.0,365.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,30.0,54.0,83.0,358.0,3.0,3.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.2,0.0,0.8,0.0,0.33
646434654671706161,https://www.airbnb.com/rooms/646434654671706161,2023-03-29,city scrape,Habitación Doble Privada cerca a Alameda Central,"Kali Centro is located in the center of Mexico City, a few blocks from the Palacio de Bellas Artes, its 52 comfortable and renovated rooms combine modernity, design and security to offer you a perfect stay.<br />Discover local treasures from this modern accommodation.<br /><br /><b>Other things to note</b><br />Private bathroom in each room, Wi-Fi service and free parking.<br />Breakfast included.",--,https://a0.muscache.com/pictures/miso/Hosting-646434654671706161/original/6193dd02-36b4-4499-b883-d117c8b0604f.jpeg,https://www.airbnb.com/users/show/227035886,Kali,2018-11-22,"Mexico City, Mexico",--,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/b604212a-8838-4de4-ab28-e80a055c25a5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b604212a-8838-4de4-ab28-e80a055c25a5.jpg?aki_policy=profile_x_medium,Colonia Centro,"['email', 'phone', 'work_email']",t,t,--,Cuauhtémoc,Room in hotel,Private room,1 private bath,"[""50\"" HDTV with Roku"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Coffee"", ""Security cameras on property"", ""Dedicated workspace"", ""Essentials"", ""Breakfast"", ""Iron"", ""Safe"", ""Crib - available upon request"", ""Hot water"", ""Lock on bedroom door"", ""Air conditioning"", ""Free parking on premises"", ""Hair dryer"", ""Elevator"", ""Heating"", ""Cleaning available during stay"", ""Hangers"", ""Fire extinguisher"", ""First aid kit"", ""Shared gym in building"", ""Building staff"", ""Self check-in"", ""Coffee maker"", ""Wifi"", ""Shampoo""]",t,2023-03-29,2022-10-29,2022-11-20,f,20230329041210,227035886,4.9,5.9,0.0,19.4282265,-99.1462855,4.0,0.0,1.0,2.0,1052.0,1.0,365.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,30.0,54.0,83.0,358.0,2.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.2,0.0,0.8,0.0,0.39
649890638956759116,https://www.airbnb.com/rooms/649890638956759116,2023-03-29,city scrape,Habitación Doble Privada cerca a Alameda Central,"Kali Centro is located in the center of Mexico City, a few blocks from the Palacio de Bellas Artes, its 52 comfortable and renovated rooms combine modernity, design and security to offer you a perfect stay.<br />Discover local treasures from this modern accommodation.<br /><br /><b>Other things to note</b><br />Private bathroom in each room, Wi-Fi service and free parking.<br />Breakfast included.",--,https://a0.muscache.com/pictures/miso/Hosting-649890638956759116/original/91817ede-7038-461e-8a01-eeff42cf1e65.jpeg,https://www.airbnb.com/users/show/227035886,Kali,2018-11-22,"Mexico City, Mexico",--,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/b604212a-8838-4de4-ab28-e80a055c25a5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b604212a-8838-4de4-ab28-e80a055c25a5.jpg?aki_policy=profile_x_medium,Colonia Centro,"['email', 'phone', 'work_email']",t,t,--,Cuauhtémoc,Room in hotel,Private room,1 private bath,"[""50\"" HDTV with Roku"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Coffee"", ""Security cameras on property"", ""Dedicated workspace"", ""Essentials"", ""Breakfast"", ""Iron"", ""Safe"", ""Crib - available upon request"", ""Hot water"", ""Lock on bedroom door"", ""Air conditioning"", ""Free parking on premises"", ""Hair dryer"", ""Elevator"", ""Heating"", ""Cleaning available during stay"", ""Hangers"", ""Fire extinguisher"", ""First aid kit"", ""Shared gym in building"", ""Building staff"", ""Self check-in"", ""Coffee maker"", ""Wifi"", ""Shampoo""]",t,2023-03-29,2022-06-25,2022-11-19,f,20230329041210,227035886,4.9,5.9,0.0,19.4282265,-99.1462855,4.0,0.0,1.0,2.0,1052.0,1.0,365.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,30.0,54.0,83.0,358.0,4.0,4.0,0.0,4.75,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.2,0.0,0.8,0.0,0.43
649916208422839463,https://www.airbnb.com/rooms/649916208422839463,2023-03-29,city scrape,Habitación Doble Privada cerca a Alameda Central,"Kali Centro is located in the center of Mexico City, a few blocks from the Palacio de Bellas Artes, its 52 comfortable and renovated rooms combine modernity, design and security to offer you a perfect stay.<br />Discover local treasures from this modern accommodation.<br /><br /><b>Other things to note</b><br />Private bathroom in each room, Wi-Fi service and free parking.<br />Breakfast included.",--,https://a0.muscache.com/pictures/miso/Hosting-649916208422839463/original/ac5fb8f1-64ea-400a-ab10-e697141227ad.jpeg,https://www.airbnb.com/users/show/227035886,Kali,2018-11-22,"Mexico City, Mexico",--,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/b604212a-8838-4de4-ab28-e80a055c25a5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b604212a-8838-4de4-ab28-e80a055c25a5.jpg?aki_policy=profile_x_medium,Colonia Centro,"['email', 'phone', 'work_email']",t,t,--,Cuauhtémoc,Room in hotel,Private room,1 private bath,"[""50\"" HDTV with Roku"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Coffee"", ""Security cameras on property"", ""Dedicated workspace"", ""Essentials"", ""Breakfast"", ""Iron"", ""Safe"", ""Crib - available upon request"", ""Hot water"", ""Lock on bedroom door"", ""Air conditioning"", ""Free parking on premises"", ""Hair dryer"", ""Elevator"", ""Heating"", ""Cleaning available during stay"", ""Hangers"", ""Fire extinguisher"", ""First aid kit"", ""Shared gym in building"", ""Building staff"", ""Self check-in"", ""Coffee maker"", ""Wifi"", ""Shampoo""]",t,2023-03-29,--,--,f,20230329041210,227035886,4.9,5.9,0.0,19.4282265,-99.1462855,4.0,0.0,1.0,2.0,1052.0,1.0,365.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,30.0,54.0,83.0,358.0,0.0,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.8,0.0,4.2,0.0,0.8,0.0,0.0
648674569085241643,https://www.airbnb.com/rooms/648674569085241643,2023-03-30,city scrape,206 Frente a Liverpool Polanco SANITIZADO PRO 11m2,"Disfruta del fácil acceso a tiendas, museos y restaurantes populares desde este encantador lugar para hospedarte.<br />Lugar tranquilo y seguro para caminar cerca de muchas embajadas.",--,https://a0.muscache.com/pictures/dc2a5e61-e1f8-4291-b898-37a9d1ef6103.jpg,https://www.airbnb.com/users/show/65155381,Luis Leonel,2016-03-31,"Mexico City, Mexico","Somos una empresa  orientada al servicio y la hospitalidad,  sientete agusto y bienvenido en un ambiente respetuoso de la forma de ser de cada quien.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/4378768a-0686-4e56-854a-d17dd2ecccd7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4378768a-0686-4e56-854a-d17dd2ecccd7.jpg?aki_policy=profile_x_medium,Chapultepec Morales,"['email', 'phone']",t,t,--,Miguel Hidalgo,Room in hotel,Private room,1 private bath,"[""Luggage dropoff allowed"", ""Long term stays allowed"", ""Laundromat nearby"", ""Security cameras on property"", ""Essentials"", ""Extra pillows and blankets"", ""Iron"", ""Hot water"", ""Keypad"", ""Lock on bedroom door"", ""Pocket wifi"", ""Elevator"", ""Paid parking on premises"", ""Portable fans"", ""Hangers"", ""Clothing storage"", ""Fire extinguisher"", ""Self check-in"", ""Bed linens"", ""Private entrance"", ""Wifi"", ""Paid parking off premises""]",t,2023-03-30,2022-06-17,2023-03-15,t,20230329041210,65155381,4.9,5.9,0.0,19.43475,-99.18085,2.0,0.0,1.0,1.0,487.0,1.0,365.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,26.0,56.0,86.0,361.0,43.0,43.0,3.0,4.6,4.7,4.77,4.81,4.79,4.86,4.7,0.0,4.2,1.9,0.8,0.0,4.49
649114581486028905,https://www.airbnb.com/rooms/649114581486028905,2023-03-29,city scrape,Habitación Privada cercana a Alameda Central,"Kali Centro is located in the center of Mexico City, a few blocks from the Palacio de Bellas Artes, its 52 comfortable and renovated rooms combine modernity, design and security to offer you a perfect stay.<br />Discover local treasures from this modern accommodation.<br /><br /><b>Other things to note</b><br />Private bathroom in each room, Wi-Fi service and free parking.<br />Breakfast included.",--,https://a0.muscache.com/pictures/miso/Hosting-649114581486028905/original/f91868f3-c992-469b-8be4-2b8f3ffd7d24.jpeg,https://www.airbnb.com/users/show/227035886,Kali,2018-11-22,"Mexico City, Mexico",--,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/b604212a-8838-4de4-ab28-e80a055c25a5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b604212a-8838-4de4-ab28-e80a055c25a5.jpg?aki_policy=profile_x_medium,Colonia Centro,"['email', 'phone', 'work_email']",t,t,--,Cuauhtémoc,Room in hotel,Private room,1 private bath,"[""50\"" HDTV with Roku"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Coffee"", ""Security cameras on property"", ""Crib"", ""Dedicated workspace"", ""Essentials"", ""Breakfast"", ""Iron"", ""Safe"", ""Hot water"", ""Lock on bedroom door"", ""Air conditioning"", ""Free parking on premises"", ""Hair dryer"", ""Elevator"", ""Heating"", ""Cleaning available during stay"", ""Hangers"", ""Fire extinguisher"", ""First aid kit"", ""Shared gym in building"", ""Building staff"", ""Self check-in"", ""Coffee maker"", ""Wifi"", ""Shampoo""]",t,2023-03-29,2022-06-21,2023-03-14,f,20230329041210,227035886,4.9,5.9,0.0,19.4282265,-99.1462855,2.0,0.0,1.0,1.0,898.0,1.0,365.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,18.0,48.0,78.0,353.0,22.0,22.0,2.0,4.95,5.0,5.0,4.95,4.95,4.82,4.91,0.0,4.2,0.0,0.8,0.0,2.34
649194774969644347,https://www.airbnb.com/rooms/649194774969644347,2023-03-29,city scrape,Habitación Doble Privada cerca a Alameda Central,"Kali Centro is located in the center of Mexico City, a few blocks from the Palacio de Bellas Artes, its 52 comfortable and renovated rooms combine modernity, design and security to offer you a perfect stay.<br />Discover local treasures from this modern accommodation.<br /><br /><b>Other things to note</b><br />Private bathroom in each room, Wi-Fi service and free parking.<br />Breakfast included.",--,https://a0.muscache.com/pictures/miso/Hosting-649194774969644347/original/3cb444d9-5c7e-4a79-92b9-0bd37734ae0e.jpeg,https://www.airbnb.com/users/show/227035886,Kali,2018-11-22,"Mexico City, Mexico",--,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/b604212a-8838-4de4-ab28-e80a055c25a5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b604212a-8838-4de4-ab28-e80a055c25a5.jpg?aki_policy=profile_x_medium,Colonia Centro,"['email', 'phone', 'work_email']",t,t,--,Cuauhtémoc,Room in hotel,Private room,1 private bath,"[""50\"" HDTV with Roku"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Coffee"", ""Security cameras on property"", ""Dedicated workspace"", ""Essentials"", ""Breakfast"", ""Iron"", ""Safe"", ""Crib - available upon request"", ""Hot water"", ""Lock on bedroom door"", ""Air conditioning"", ""Free parking on premises"", ""Hair dryer"", ""Elevator"", ""Heating"", ""Cleaning available during stay"", ""Hangers"", ""Fire extinguisher"", ""First aid kit"", ""Shared gym in building"", ""Building staff"", ""Self check-in"", ""Coffee maker"", ""Wifi"", ""Shampoo""]",t,2023-03-29,2022-06-25,2022-10-29,f,20230329041210,227035886,4.9,5.9,0.0,19.4282265,-99.1462855,4.0,0.0,1.0,2.0,1052.0,1.0,365.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,30.0,54.0,83.0,358.0,6.0,6.0,0.0,5.0,4.83,5.0,5.0,5.0,4.83,5.0,0.0,4.2,0.0,0.8,0.0,0.65
651456555760604627,https://www.airbnb.com/rooms/651456555760604627,2023-03-30,city scrape,210 frente a Liverpool Polanco SANITIZADO PRO 11m2,"Disfruta del fácil acceso a tiendas y restaurantes populares desde este encantador lugar para hospedarte.<br />Goza de una de las mejores zonas de la ciudad, seguridad limpieza y glamour de Polanco <br />Restaurantes, museos y tiendas de moda siempre rodeado de gente bonita.",--,https://a0.muscache.com/pictures/dc2a5e61-e1f8-4291-b898-37a9d1ef6103.jpg,https://www.airbnb.com/users/show/65155381,Luis Leonel,2016-03-31,"Mexico City, Mexico","Somos una empresa  orientada al servicio y la hospitalidad,  sientete agusto y bienvenido en un ambiente respetuoso de la forma de ser de cada quien.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/4378768a-0686-4e56-854a-d17dd2ecccd7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4378768a-0686-4e56-854a-d17dd2ecccd7.jpg?aki_policy=profile_x_medium,Chapultepec Morales,"['email', 'phone']",t,t,--,Miguel Hidalgo,Room in hotel,Private room,1 private bath,"[""Luggage dropoff allowed"", ""Long term stays allowed"", ""Laundromat nearby"", ""Security cameras on property"", ""Dedicated workspace"", ""Essentials"", ""Extra pillows and blankets"", ""Iron"", ""Hot water"", ""Keypad"", ""Lock on bedroom door"", ""Pocket wifi"", ""Elevator"", ""Paid parking on premises"", ""Portable fans"", ""Hangers"", ""Clothing storage"", ""Fire extinguisher"", ""Self check-in"", ""Bed linens"", ""Private entrance"", ""Wifi"", ""Paid parking off premises""]",t,2023-03-30,2022-06-19,2023-03-16,t,20230329041210,65155381,4.9,5.9,0.0,19.43498,-99.18205,2.0,0.0,1.0,1.0,486.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,26.0,56.0,86.0,361.0,55.0,55.0,4.0,4.55,4.73,4.71,4.8,4.73,4.89,4.64,0.0,4.2,1.9,0.8,0.0,1.2
